Sugar	B-LSF
replacers	I-LSF
and	O
the	O
FDA	O
noncariogenicity	O
claim	O
.	O

In	O
1996	O
,	O
the	O
U	O
.	O
S	O
.	O

Food	O
and	O
Drug	O
Administration	O
(	O
FDA	O
)	O
approved	O
the	O
use	O
of	O
a	O
"	O
health	O
claim	O
"	O
based	O
on	O
the	O
association	O
between	O
sugar	B-LSF
replacers	I-LSF
and	O
the	O
nonpromotion	O
of	O
dental	O
caries	O
.	O

Small	O
packages	O
of	O
products	O
containing	O
such	O
sweeteners	B-LSF
may	O
state	O
"	O
Does	O
not	O
promote	O
tooth	O
decay	O
"	O
or	O
"	O
May	O
reduce	O
the	O
risk	O
of	O
tooth	O
decay	O
.	O
"	O
Larger	O
packages	O
must	O
include	O
additional	O
information	O
,	O
such	O
as	O
"	O
Frequent	O
eating	O
of	O
foods	B-LSF
high	I-LSF
in	I-LSF
sugars	I-LSF
and	O
starches	B-LSF
as	O
between	O
-	O
meal	O
snacks	B-LSF
can	O
promote	O
tooth	O
decay	O
.	O
"	O
FDA	O
criteria	O
state	O
that	O
these	O
products	B-LSF
must	O
not	O
only	O
be	O
"	O
sugar	B-LSF
-	I-LSF
free	I-LSF
,	O
"	O
but	O
they	O
must	O
also	O
contain	O
a	O
noncariogenic	B-LSF
sugar	I-LSF
replacer	I-LSF
and	O
not	O
lower	O
plaque	O
pH	O
below	O
5	O
.	O
7	O
either	O
during	O
consumption	O
or	O
up	O
to	O
30	O
minutes	O
after	O
consumption	O
when	O
tested	O
by	O
in	O
vivo	O
pH	O
telemetry	O
.	O

Many	O
people	O
might	O
reduce	O
their	O
caries	O
risk	O
by	O
using	O
sugar	B-LSF
-	I-LSF
free	I-LSF
products	I-LSF
,	O
and	O
the	O
FDA	O
claim	O
can	O
help	O
consumers	O
identity	O
such	O
products	B-LSF
.	O

Dental	O
hygienists	O
are	O
ideal	O
sources	O
of	O
consumer	O
information	O
about	O
sugar	B-LSF
replacers	I-LSF
,	O
and	O
can	O
help	O
clients	O
distinguish	O
between	O
the	O
new	O
FDA	O
claim	O
and	O
advertising	O
claims	O
that	O
are	O
not	O
regulated	O
by	O
FDA	O
.	O

The	O
purpose	O
of	O
this	O
article	O
is	O
to	O
provide	O
dental	O
hygienists	O
with	O
information	O
on	O
sugar	B-LSF
replacers	I-LSF
that	O
will	O
help	O
clients	O
make	O
appropriate	O
nutrition	B-LSF
choices	I-LSF
.	O

Health	O
care	O
providers	O
'	O
experiences	O
with	O
problem	O
gamblers	B-LSF
.	O

The	O
purpose	O
of	O
this	O
study	O
was	O
to	O
document	O
health	O
care	O
providers	O
'	O
awareness	O
of	O
problem	O
gambling	B-LSF
and	O
frequency	O
of	O
recognition	O
and	O
treatment	O
.	O

An	O
exploratory	O
survey	O
was	O
designed	O
to	O
collect	O
data	O
on	O
awareness	O
and	O
knowledge	O
of	O
problem	O
gambling	B-LSF
.	O

A	O
structured	O
questionnaire	O
was	O
completed	O
anonymously	O
by	O
180	O
health	O
care	O
providers	O
(	O
nurses	O
,	O
physicians	O
,	O
social	O
workers	O
,	O
and	O
other	O
allied	O
health	O
professionals	O
)	O
.	O

Almost	O
all	O
respondents	O
(	O
96	O
%	O
)	O
reported	O
knowledge	O
of	O
problem	O
gambling	B-LSF
,	O
and	O
30	O
%	O
reported	O
asking	O
clients	O
about	O
gambling	B-LSF
problems	O
when	O
they	O
presented	O
with	O
stress	O
related	O
symptoms	O
.	O

A	O
third	O
of	O
the	O
respondents	O
reported	O
identifying	O
and	O
treating	O
clients	O
for	O
a	O
gambling	B-LSF
problem	O
.	O

The	O
most	O
frequently	O
reported	O
intervention	O
was	O
referral	O
to	O
counseling	B-LSF
and	O
other	O
gambling	B-LSF
resources	O
.	O

Respondents	O
were	O
generally	O
interested	O
in	O
learning	O
more	O
about	O
gambling	B-LSF
problems	O
,	O
particularly	O
those	O
providers	O
who	O
have	O
had	O
a	O
client	O
discuss	O
gambling	B-LSF
related	O
concerns	O
.	O

There	O
were	O
no	O
significant	O
differences	O
in	O
findings	O
between	O
provider	O
groups	O
.	O

Nicotine	B-LSF
and	O
3	B-LSF
-	I-LSF
ethenylpyridine	I-LSF
concentrations	O
as	O
markers	O
for	O
environmental	B-LSF
tobacco	I-LSF
smoke	I-LSF
in	O
restaurants	O
.	O

The	O
Finnish	O
Tobacco	O
Act	O
has	O
restricted	O
smoking	B-LSF
in	I-LSF
public	I-LSF
places	I-LSF
since	O
1976	O
,	O
and	O
in	O
1994	O
the	O
Act	O
was	O
amended	O
to	O
include	O
workplaces	B-LSF
as	O
well	O
.	O

In	O
2000	O
,	O
the	O
Tobacco	O
Act	O
will	O
be	O
expanded	O
further	O
to	O
restaurants	O
.	O

In	O
Finland	O
,	O
the	O
exposure	O
of	O
clients	O
and	O
employees	O
to	O
the	O
vapor	O
phase	O
environmental	B-LSF
tobacco	I-LSF
smoke	I-LSF
(	O
ETS	B-LSF
)	O
in	O
restaurants	O
has	O
not	O
been	O
systematically	O
studied	O
before	O
by	O
measuring	O
ETS	B-LSF
markers	O
in	O
indoor	O
air	O
.	O

However	O
,	O
in	O
these	O
establishments	O
the	O
concentrations	O
of	O
ETS	B-LSF
are	O
expected	O
to	O
be	O
much	O
higher	O
than	O
in	O
other	O
workplaces	B-LSF
.	O

Gaseous	B-LSF
nicotine	I-LSF
and	O
3	B-LSF
-	I-LSF
ethenylpyridine	I-LSF
were	O
used	O
as	O
indicators	O
of	O
ETS	B-LSF
in	O
three	O
different	O
types	O
of	O
restaurants	O
.	O

Mean	O
concentrations	O
of	O
nicotine	B-LSF
ranged	O
from	O
1	O
.	O
4	O
-	O
42	O
.	O
2	O
micrograms	O
/	O
m3	O
and	O
3	B-LSF
-	I-LSF
ethenylpyridine	I-LSF
1	O
.	O
4	O
-	O
6	O
.	O
3	O
micrograms	O
/	O
m3	O
.	O

In	O
addition	O
,	O
concentrations	O
of	O
total	B-LSF
volatile	I-LSF
organic	I-LSF
compounds	I-LSF
(	O
TVOC	B-LSF
)	O
,	O
CO	B-LSF
and	O
CO2	B-LSF
were	O
measured	O
and	O
concentrations	O
were	O
183	O
-	O
2215	O
micrograms	O
/	O
m3	O
,	O
0	O
.	O
9	O
-	O
3	O
.	O
1	O
mg	O
/	O
m3	O
and	O
600	O
-	O
880	O
ppm	O
,	O
respectively	O
.	O

The	O
concentrations	O
of	O
ETS	B-LSF
markers	O
were	O
highest	O
in	O
discos	O
and	O
nightclubs	O
and	O
lowest	O
in	O
restaurants	O
.	O

The	O
concentrations	O
of	O
total	B-LSF
volatile	I-LSF
organic	I-LSF
compounds	I-LSF
were	O
highest	O
in	O
discos	O
and	O
nightclubs	O
,	O
especially	O
when	O
smoke	B-LSF
generators	I-LSF
were	O
used	O
.	O

Inactivated	O
periods	O
of	O
constant	O
orthodontic	O
forces	O
related	O
to	O
desirable	O
tooth	O
movement	O
in	O
rats	O
.	O

AIM	O
:	O
To	O
examine	O
the	O
effects	O
of	O
inactive	O
periods	O
of	O
force	O
on	O
the	O
amount	O
of	O
tooth	O
displacement	O
and	O
root	O
resorption	O
during	O
experimental	O
tooth	O
movement	O
in	O
rats	O
.	O

SAMPLE	O
:	O
Sixty	O
11	O
-	O
week	O
-	O
old	O
male	O
Sprague	O
-	O
Dawley	O
rats	O
.	O

METHOD	O
:	O
The	O
maxillary	O
first	O
molar	O
(	O
M1	O
)	O
was	O
moved	O
mesially	O
using	O
a	O
