The	O
influence	O
of	O
air	B-LSF
travel	I-LSF
on	O
athletic	O
performance	O
.	O

Rapid	O
transmeridian	O
flight	O
is	O
a	O
common	O
reality	O
for	O
modern	O
athletes	O
and	O
it	O
has	O
often	O
been	O
assumed	O
that	O
air	B-LSF
travel	I-LSF
has	O
detrimental	O
effects	O
on	O
athletic	O
performance	O
.	O

The	O
plausibility	O
of	O
this	O
assumption	O
is	O
supported	O
by	O
established	O
deteriorations	O
in	O
sleep	B-LSF
and	O
mood	O
following	O
transmeridian	O
flight	O
.	O

However	O
,	O
the	O
scientific	O
evidence	O
supporting	O
the	O
assumption	O
is	O
neither	O
consistent	O
nor	O
compelling	O
.	O

Studies	O
that	O
have	O
assessed	O
athletic	O
performance	O
following	O
transmeridian	O
flight	O
have	O
produced	O
mixed	O
results	O
and	O
are	O
characterised	O
by	O
major	O
methodological	O
flaws	O
.	O

Recent	O
retrospective	O
assessments	O
of	O
athletic	O
team	O
performance	O
based	O
on	O
distance	O
travelled	O
have	O
generally	O
failed	O
to	O
indicate	O
performance	O
impairments	O
following	O
transmeridian	O
flight	O
.	O

The	O
plausibility	O
of	O
transmeridian	O
air	B-LSF
travel	I-LSF
impairing	O
athletic	O
performance	O
would	O
be	O
indicated	O
by	O
demonstration	O
of	O
an	O
internally	O
-	O
driven	O
circadian	B-LSF
rhythm	I-LSF
of	O
athletic	O
performance	O
,	O
or	O
of	O
deleterious	O
performance	O
consequences	O
following	O
sleep	B-LSF
deprivation	I-LSF
or	O
desynchronisation	O
between	O
the	O
circadian	B-LSF
system	I-LSF
and	O
the	O
environment	O
.	O

More	O
rigorous	O
research	O
is	O
needed	O
to	O
establish	O
whether	O
athletic	O
performance	O
is	O
influenced	O
by	O
air	B-LSF
travel	I-LSF
.	O

First	O
Year	O
Impacts	O
of	O
Casino	B-LSF
Gambling	I-LSF
in	O
a	O
Community	O
.	O

Gambling	B-LSF
has	O
become	O
both	O
a	O
major	O
pastime	B-LSF
for	O
Canadians	O
and	O
a	O
multibillion	O
dollar	O
industry	O
providing	O
provincial	O
governments	O
with	O
an	O
increasing	O
proportion	O
of	O
their	O
annual	O
revenues	O
.	O

The	O
continuing	O
trend	O
toward	O
the	O
legalization	O
of	O
gambling	B-LSF
has	O
made	O
research	O
on	O
the	O
public	O
health	O
impacts	O
of	O
gambling	B-LSF
increasingly	O
important	O
to	O
citizens	O
and	O
decision	O
-	O
makers	O
.	O

This	O
article	O
presents	O
first	O
year	O
results	O
of	O
a	O
multi	O
-	O
year	O
project	O
to	O
measure	O
the	O
impact	O
of	O
the	O
opening	O
of	O
Casino	O
Windsor	O
on	O
gambling	B-LSF
behaviour	I-LSF
in	O
Windsor	O
,	O
Ontario	O
,	O
Canada	O
.	O

A	O
random	O
telephone	O
survey	O
of	O
gambling	B-LSF
behaviour	I-LSF
was	O
conducted	O
with	O
2	O
,	O
682	O
adult	O
residents	O
of	O
metropolitan	O
Windsor	O
prior	O
to	O
the	O
opening	O
of	O
Casino	O
Windsor	O
,	O
and	O
was	O
repeated	O
with	O
2	O
,	O
581	O
residents	O
one	O
year	O
later	O
.	O

There	O
were	O
no	O
statistically	O
significant	O
changes	O
in	O
the	O
rates	O
of	O
problem	O
and	O
pathological	O
gambling	B-LSF
among	O
men	O
,	O
women	O
,	O
or	O
the	O
general	O
population	O
one	O
year	O
following	O
the	O
opening	O
of	O
the	O
casino	O
.	O

Although	O
there	O
was	O
some	O
evidence	O
of	O
higher	O
-	O
spending	O
gamblers	B-LSF
within	O
the	O
post	O
-	O
casino	O
sample	O
,	O
no	O
statistically	O
significant	O
differences	O
were	O
found	O
between	O
pre	O
-	O
and	O
post	O
-	O
casino	O
per	O
capita	O
gambling	B-LSF
expenditures	O
.	O

Implications	O
of	O
these	O
results	O
for	O
the	O
future	O
measurement	O
and	O
treatment	O
of	O
problem	O
and	O
pathological	O
gambling	B-LSF
are	O
discussed	O
.	O

The	O
DONALD	O
Study	O
.	O

History	O
,	O
current	O
status	O
and	O
future	O
perspectives	O
.	O

Nutrition	B-LSF
during	O
childhood	O
and	O
adolescence	O
is	O
an	O
important	O
determinant	O
of	O
development	O
and	O
health	O
,	O
both	O
for	O
the	O
child	O
and	O
the	O
later	O
adult	O
.	O

In	O
industrialised	B-LSF
countries	I-LSF
as	O
well	O
as	O
in	O
many	O
countries	B-LSF
of	I-LSF
economic	I-LSF
transition	I-LSF
,	O
emphasis	O
has	O
moved	O
from	O
combating	O
nutrient	B-LSF
deficiencies	I-LSF
to	O
research	O
on	O
the	O
effects	O
of	O
overnutrition	B-LSF
and	O
food	B-LSF
selection	I-LSF
.	O

Prevention	O
of	O
chronic	O
diseases	O
including	O
obesity	O
have	O
become	O
a	O
major	O
focus	O
in	O
research	O
.	O

However	O
,	O
the	O
complex	O
relation	O
between	O
infant	O
growth	O
and	O
its	O
related	O
endocrine	O
and	O
metabolic	O
changes	O
on	O
the	O
one	O
hand	O
and	O
the	O
influence	O
of	O
nutrition	B-LSF
and	O
nutritional	B-LSF
status	I-LSF
on	O
the	O
other	O
hand	O
still	O
need	O
to	O
be	O
understood	O
in	O
detail	O
.	O

Studies	O
aiming	O
to	O
elucidate	O
this	O
have	O
to	O
follow	O
children	O
and	O
adolescents	O
during	O
their	O
growth	O
period	O
.	O

The	O
following	O
pages	O
display	O
the	O
features	O
of	O
the	O
German	O
DONALD	O
Study	O
(	O
DOrtmund	O
Nutritional	O
and	O
Anthropometric	O
Longitudinally	O
Designed	O
Study	O
)	O
which	O
was	O
specifically	O
designed	O
to	O
address	O
these	O
complex	O
research	O
questions	O
.	O

Finally	O
,	O
comparisons	O
to	O
other	O
studies	O
are	O
made	O
and	O
the	O
specific	O
strength	O
and	O
weaknesses	O
of	O
this	O
study	O
are	O
discussed	O
.	O

As	O
the	O
DONALD	O
study	O
offers	O
unique	O
research	O
opportunities	O
and	O
due	O
to	O
its	O
long	O
follow	O
-	O
up	O
an	O
abundance	O
of	O
data	O
,	O
collaborative	O
research	O
is	O
encouraged	O
.	O

Beyond	O
deficiency	O
:	O
potential	O
benefits	O
of	O
increased	O
intakes	O
of	O
vitamin	B-LSF
K	I-LSF
for	O
bone	O
and	O
vascular	O
health	O
.	O

Vitamin	B-LSF
K	I-LSF
is	O
well	O
known	O
for	O
its	O
role	O
in	O
the	O
synthesis	O
of	O
a	O
number	O
of	O
blood	O
coagulation	O
factors	O
.	O

During	O
recent	O
years	O
vitamin	B-LSF
K	I-LSF
-	O
dependent	O
proteins	O
were	O
discovered	O
to	O
be	O
of	O
vital	O
importance	O
for	O
bone	O
and	O
vascular	O
health	O
.	O

Recommendations	O
for	O
dietary	O
vitamin	B-LSF
K	I-LSF
intake	O
have	O
been	O
made	O
on	O
the	O
basis	O
of	O
the	O
hepatic	O
requirements	O
for	O
the	O
synthesis	O
of	O
blood	O
coagulation	O
factors	O
.	O

Accumulating	O
evidence	O
suggests	O
that	O
the	O
requirements	O
for	O
other	O
functions	O
than	O
blood	O
coagulation	O
may	O
be	O
higher	O
.	O

This	O
paper	O
is	O
the	O
result	O
of	O
a	O
closed	O
workshop	O
(	O
Paris	O
,	O
November	O
2002	O
)	O
in	O
which	O
a	O
number	O
of	O
European	O
vitamin	O
K	O
experts	O
reviewed	O
the	O
available	O
data	O
and	O
formulated	O
their	O
standpoint	O
with	O
respect	O
to	O
recommended	O
dietary	O
vitamin	B-LSF
K	I-LSF
intake	O
and	O
the	O
use	O
of	O
vitamin	B-LSF
K	O
-	O
containing	O
supplements	O
.	O

Metaphor	O
and	O
psychotherapy	B-LSF
.	O

The	O
authors	O
describe	O
the	O
role	O
of	O
metaphor	O
in	O
the	O
theory	O
and	O
practice	O
of	O
psychotherapy	B-LSF
.	O

Metaphors	O
are	O
considered	O
fundamental	O
elements	O
of	O
our	O
worlds	O
of	O
language	O
and	O
concepts	O
and	O
not	O
just	O
figures	O
of	O
speech	O
,	O
poetic	O
devices	O
,	O
parables	O
,	O
or	O
creative	O
ways	O
to	O
make	O
interpretations	O
.	O

Metaphors	O
shape	O
the	O
process	O
of	O
therapy	B-LSF
by	O
structuring	O
the	O
therapist	O
'	O
s	O
perceptions	O
,	O
stance	O
,	O
and	O
attitude	O
.	O

They	O
also	O
organize	O
the	O
way	O
problems	O
are	O
discussed	O
as	O
well	O
as	O
the	O
solution	O
that	O
are	O
seen	O
as	O
effective	O
.	O

The	O
authors	O
review	O
the	O
literature	O
on	O
metaphor	O
in	O
psychotherapy	B-LSF
and	O
explore	O
common	O
psychotherapeutic	O
metaphors	O
such	O
as	O
"	O
psychotherapy	B-LSF
is	O
war	O
,	O
"	O
"	O
the	O
mind	O
is	O
a	O
brittle	O
object	O
,	O
"	O
"	O
the	O
conduit	O
metaphor	O
,	O
"	O
and	O
a	O
variety	O
of	O
somatic	O
metaphors	O
.	O

They	O
conclude	O
with	O
a	O
discussion	O
of	O
how	O
metaphors	O
function	O
in	O
the	O
process	O
of	O
psychotherapy	B-LSF
.	O

Evaluating	O
negative	O
process	O
:	O
a	O
comparison	O
of	O
working	O
alliance	O
,	O
interpersonal	B-LSF
behavior	I-LSF
,	O
and	O
narrative	O
coherency	O
among	O
three	O
psychotherapy	B-LSF
outcome	O
conditions	O
.	O

The	O
aim	O
of	O
this	O
study	O
was	O
to	O
investigate	O
the	O
interrelationships	O
of	O
three	O
measures	O
of	O
the	O
therapeutic	O
relationship	O
and	O
their	O
validity	O
in	O
predicting	O
treatment	O
outcome	O
,	O
including	O
the	O
early	O
identification	O
of	O
two	O
treatment	O
-	O
failure	O
conditions	O
.	O

Forty	O
-	O
eight	O
patient	O
-	O
therapist	O
dyads	O
,	O
in	O
30	O
-	O
session	O
therapies	B-LSF
for	O
personality	O
-	O
disordered	O
patients	O
,	O
were	O
classified	O
as	O
premature	O
dropout	O
(	O
DO	O
)	O
,	O
poor	O
outcome	O
(	O
PO	O
)	O
,	O
or	O
good	O
outcome	O
(	O
GO	O
