Inhalation	O
transfer	O
factors	O
for	O
air	B-Environmental_exposures
pollution	I-Environmental_exposures
health	O
risk	O
assessment	O
.	O

To	O
facilitate	O
routine	O
health	O
risk	O
assessments	O
,	O
we	O
develop	O
the	O
concept	O
of	O
an	O
inhalation	O
transfer	O
factor	O
(	O
ITF	O
)	O
.	O

The	O
ITF	O
is	O
defined	O
as	O
the	O
pollutant	B-Environmental_exposures
mass	O
inhaled	O
by	O
an	O
exposed	O
individual	O
per	O
unit	O
pollutant	B-Environmental_exposures
mass	O
emitted	O
from	O
an	O
air	B-Environmental_exposures
pollution	I-Environmental_exposures
source	I-Environmental_exposures
.	O

A	O
cumulative	O
population	O
inhalation	O
transfer	O
factor	O
(	O
PITF	O
)	O
is	O
also	O
defined	O
to	O
describe	O
the	O
total	O
fraction	O
of	O
an	O
emitted	B-Environmental_exposures
pollutant	I-Environmental_exposures
inhaled	O
by	O
all	O
members	O
of	O
the	O
exposed	O
population	O
.	O

In	O
this	O
paper	O
,	O
ITFs	O
and	O
PITFs	O
are	O
calculated	O
for	O
outdoor	O
releases	O
from	O
area	O
,	O
point	O
,	O
and	O
line	O
sources	O
,	O
indoor	O
releases	O
in	O
single	O
zone	O
and	O
multizone	O
indoor	O
environments	O
,	O
and	O
releases	B-Environmental_exposures
within	I-Environmental_exposures
motor	I-Environmental_exposures
vehicles	I-Environmental_exposures
.	O

Typical	O
PITFs	O
for	O
an	O
urban	B-Socioeconomic_factors
area	I-Socioeconomic_factors
from	O
emissions	B-Environmental_exposures
outdoors	I-Environmental_exposures
are	O
approximately	O
10	O
(	O
-	O
6	O
)	O
-	O
10	O
(	O
-	O
3	O
)	O
.	O

PITFs	O
associated	O
with	O
emissions	B-Environmental_exposures
in	I-Environmental_exposures
buildings	I-Environmental_exposures
or	I-Environmental_exposures
in	I-Environmental_exposures
moving	I-Environmental_exposures
vehicles	I-Environmental_exposures
are	O
typically	O
much	O
higher	O
,	O
approximately	O
10	O
(	O
-	O
3	O
)	O
-	O
10	O
(	O
-	O
1	O
)	O
.	O

Home	B-Drugs
smoking	I-Drugs
restrictions	O
and	O
adolescent	B-Drugs
smoking	I-Drugs
.	O

The	O
prevention	O
of	O
adolescent	B-Drugs
smoking	I-Drugs
has	O
focused	O
on	O
peer	O
influences	O
to	O
the	O
relative	O
neglect	O
of	O
parental	O
influences	O
.	O

Parents	O
socialize	O
their	O
children	O
about	O
many	O
behaviors	O
including	O
smoking	B-Drugs
,	O
and	O
parental	O
rules	O
about	O
their	O
child	O
'	O
s	O
smoking	B-Drugs
have	O
been	O
related	O
to	O
lower	O
levels	O
of	O
adolescent	B-Drugs
smoking	I-Drugs
.	O

Moreover	O
,	O
among	O
adults	O
,	O
indoor	B-Drugs
smoking	I-Drugs
restrictions	O
have	O
been	O
associated	O
with	O
decreased	O
smoking	B-Drugs
.	O

Accordingly	O
,	O
the	O
current	O
study	O
tested	O
the	O
relation	O
of	O
adolescent	B-Drugs
smoking	I-Drugs
to	O
home	B-Drugs
smoking	I-Drugs
policy	O
(	O
rules	O
regulating	O
where	O
adults	O
are	O
allowed	O
to	O
smoke	B-Drugs
in	I-Drugs
the	I-Drugs
home	I-Drugs
)	O
.	O

Results	O
showed	O
that	O
restrictive	O
home	B-Drugs
smoking	I-Drugs
policies	O
were	O
associated	O
with	O
lower	O
likelihood	O
of	O
trying	O
smoking	B-Drugs
for	O
both	O
middle	B-Socioeconomic_factors
and	I-Socioeconomic_factors
high	I-Socioeconomic_factors
school	I-Socioeconomic_factors
students	I-Socioeconomic_factors
.	O

However	O
,	O
for	O
high	B-Socioeconomic_factors
school	I-Socioeconomic_factors
students	I-Socioeconomic_factors
this	O
relation	O
was	O
restricted	O
to	O
homes	O
with	O
non	B-Socioeconomic_factors
-	I-Socioeconomic_factors
smoking	I-Socioeconomic_factors
parents	I-Socioeconomic_factors
.	O

Home	B-Drugs
smoking	I-Drugs
policies	O
were	O
not	O
associated	O
with	O
current	O
regular	B-Drugs
smoking	I-Drugs
for	O
either	O
middle	B-Socioeconomic_factors
or	I-Socioeconomic_factors
high	I-Socioeconomic_factors
school	I-Socioeconomic_factors
students	I-Socioeconomic_factors
.	O

Home	B-Drugs
smoking	I-Drugs
policies	O
may	O
be	O
useful	O
in	O
preventing	O
adolescent	B-Drugs
smoking	I-Drugs
experimentation	O
,	O
although	O
longitudinal	O
and	O
experimental	O
research	O
is	O
necessary	O
to	O
confirm	O
this	O
hypothesis	O
.	O

