1000000001	-20	LFID:0000000
1000000002	-20	LFID:0000001
1000000003	-20	LFID:0000002
1000000004	-20	LFID:0000003
1000000005	-20	LFID:0000004
1000000006	-20	LFID:0000005
1000000007	-20	LFID:0000006
1000000008	-20	LFID:0000008
1000000009	-20	LFID:0000011
1000000010	-20	LFID:0000012
1000000011	-20	LFID:0000013
1000000012	-20	LFID:0000014
1000000013	-20	LFID:0000015
1000000014	-20	LFID:0000016
1000000015	-20	LFID:0000018
1000000016	-20	LFID:0000019
1000000017	-20	LFID:0000021
1000000018	-20	LFID:0000022
1000000019	-20	LFID:0000023
1000000020	-20	LFID:0000024
1000000021	-20	LFID:0000025
1000000022	-20	LFID:0000026
1000000023	-20	LFID:0000027
1000000024	-20	LFID:0000028
1000000025	-20	LFID:0000029
1000000026	-20	LFID:0000030
1000000027	-20	LFID:0000031
1000000028	-20	LFID:0000032
1000000029	-20	LFID:0000033
1000000030	-20	LFID:0000035
1000000031	-20	LFID:0000036
1000000032	-20	LFID:0000037
1000000033	-20	LFID:0000039
1000000034	-20	LFID:0000041
1000000035	-20	LFID:0000042
1000000036	-20	LFID:0000043
1000000037	-20	LFID:0000044
1000000038	-20	LFID:0000046
1000000039	-20	LFID:0000047
1000000040	-20	LFID:0000048
1000000041	-20	LFID:0000052
1000000042	-20	LFID:0000053
1000000043	-20	LFID:0000057
1000000044	-20	LFID:0000058
1000000045	-20	LFID:0000062
1000000046	-20	LFID:0000063
1000000047	-20	LFID:0000066
1000000048	-20	LFID:0000067
1000000049	-20	LFID:0000069
1000000050	-20	LFID:0000071
1000000051	-20	LFID:0000077
1000000052	-20	LFID:0000079
1000000053	-20	LFID:0000086
1000000054	-20	LFID:0000088
1000000055	-20	LFID:0000091
1000000056	-20	LFID:0000092
1000000057	-20	LFID:0000120
1000000058	-20	LFID:0000124
1000000059	-20	LFID:0000141
1000000060	-20	LFID:0000142
1000000061	-20	LFID:0000143
1000000062	-20	LFID:0000144
1000000063	-20	LFID:0000147
1000000064	-20	LFID:0000153
1000000065	-20	LFID:0000162
1000000066	-20	LFID:0000163
1000000067	-20	LFID:0000164
1000000068	-20	LFID:0000166
1000000069	-20	LFID:0000167
1000000070	-20	LFID:0000171
1000000071	-20	LFID:0000172
1000000072	-20	LFID:0000173
1000000073	-20	LFID:0000175
1000000074	-20	LFID:0000176
1000000075	-20	LFID:0000179
1000000076	-20	LFID:0000181
1000000077	-20	LFID:0000182
1000000078	-20	LFID:0000184
1000000079	-20	LFID:0000185
1000000080	-20	LFID:0000187
1000000081	-20	LFID:0000189
1000000082	-20	LFID:0000191
1000000083	-20	LFID:0000194
1000000084	-20	LFID:0000195
1000000085	-20	LFID:0000197
1000000086	-20	LFID:0000202
1000000087	-20	LFID:0000203
1000000088	-20	LFID:0000204
1000000089	-20	LFID:0000208
1000000090	-20	LFID:0000212
1000000091	-20	LFID:0000214
1000000092	-20	LFID:0000215
1000000093	-20	LFID:0000217
1000000094	-20	LFID:0000219
1000000095	-20	LFID:0000220
1000000096	-20	LFID:0000221
1000000097	-20	LFID:0000222
1000000098	-20	LFID:0000223
1000000099	-20	LFID:0000224
1000000100	-20	LFID:0000226
1000000101	-20	LFID:0000227
1000000102	-20	LFID:0000228
1000000103	-20	LFID:0000229
1000000104	-20	LFID:0000230
1000000105	-20	LFID:0000231
1000000106	-20	LFID:0000232
1000000107	-20	LFID:0000234
1000000108	-20	LFID:0000235
1000000109	-20	LFID:0000237
1000000110	-20	LFID:0000238
1000000111	-20	LFID:0000239
1000000112	-20	LFID:0000240
1000000113	-20	LFID:0000243
1000000114	-20	LFID:0000245
1000000115	-20	LFID:0000246
1000000116	-20	LFID:0000247
1000000117	-20	LFID:0000257
1000000118	-20	LFID:0000258
1000000119	-20	LFID:0000260
1000000120	-20	LFID:0000261
1000000121	-20	LFID:0000263
1000000122	-20	LFID:0000264
1000000123	-20	LFID:0000267
1000000124	-20	LFID:0000268
1000000125	-20	LFID:0000279
1000000126	-20	LFID:0000285
1000000127	-20	LFID:0000288
1000000128	-20	LFID:0000291
